"sys_pk","sys_timestamp","sys_guid","sys_dtcreated","sys_user","sys_lastuser","sys_exported","sys_dtexported","sys_info","sys_recver","sys_deleted","sys_lock","codigo","descripcion"
"1","2022-10-19 14:15:13","3afb97514fe211ed999d94188233dde5",\N,\N,\N,\N,\N,\N,\N,\N,\N,"001","Solicitud general"
